ticker,entry_date,entry_price,exit_date,exit_price,exit_reason,return_pct
323280,2023-04-19,2083,2023-04-20,2058.0,ma20_break,-1.2001920307249114
090460,2023-04-19,23900,2023-04-20,23900.0,ma20_break,0.0
094170,2023-04-19,7514,2023-04-20,7495.0,ma20_break,-0.2528613255256884
052710,2023-04-19,18268,2023-04-20,16806.56,stop_loss,-7.9999999999999964
180400,2023-04-19,5979,2023-04-20,6030.0,ma20_break,0.8529854490717526
013990,2023-04-19,3795,2023-04-20,3745.0,ma20_break,-1.3175230566534912
054300,2023-04-19,1650,2023-04-20,1650.0,ma20_break,0.0
312610,2023-04-19,4280,2023-04-20,4270.0,ma20_break,-0.2336448598130869
034230,2023-04-19,16500,2023-04-21,15180.0,stop_loss,-7.9999999999999964
013030,2023-04-19,22450,2023-04-21,22000.0,ma20_break,-2.0044543429844075
084850,2023-04-19,27150,2023-04-21,26300.0,ma20_break,-3.130755064456725
067280,2023-04-19,41500,2023-04-21,40000.0,ma20_break,-3.6144578313253017
093920,2023-04-19,6860,2023-04-21,6690.0,ma20_break,-2.478134110787167
091440,2023-04-19,2465,2023-04-21,2267.8,stop_loss,-7.9999999999999964
055490,2023-04-19,60500,2023-04-21,57200.0,ma20_break,-5.454545454545457
321260,2023-04-19,3085,2023-04-21,2838.2000000000003,stop_loss,-7.9999999999999964
347740,2023-04-19,3680,2023-04-21,3565.0,ma20_break,-3.125
419120,2023-04-19,7191,2023-04-21,6888.0,ma20_break,-4.213600333750522
284620,2023-04-19,6680,2023-04-21,6145.6,stop_loss,-7.9999999999999964
239890,2023-04-19,23200,2023-04-21,21344.0,stop_loss,-7.9999999999999964
368600,2023-04-19,6366,2023-04-21,6069.0,ma20_break,-4.665409990574931
007070,2023-04-20,23819,2023-04-21,23733.0,ma20_break,-0.36105629959276575
020560,2023-04-20,13410,2023-04-21,13410.0,ma20_break,0.0
005950,2023-04-20,24850,2023-04-21,22862.0,stop_loss,-7.9999999999999964
009970,2023-04-19,64400,2023-04-24,63400.0,ma20_break,-1.552795031055898
002310,2023-04-19,7090,2023-04-24,6950.0,ma20_break,-1.9746121297602226
057030,2023-04-19,4795,2023-04-24,4570.0,ma20_break,-4.6923879040667416
180640,2023-04-20,44050,2023-04-24,43750.0,ma20_break,-0.6810442678774176
111770,2023-04-20,45750,2023-04-24,44700.0,ma20_break,-2.2950819672131195
000080,2023-04-20,22450,2023-04-24,22100.0,ma20_break,-1.5590200445434244
005300,2023-04-20,165000,2023-04-24,159800.0,ma20_break,-3.1515151515151496
136480,2023-04-20,3300,2023-04-24,3036.0,stop_loss,-7.9999999999999964
417500,2023-04-21,4282,2023-04-24,3939.44,stop_loss,-7.9999999999999964
097800,2023-04-21,6790,2023-04-24,6246.8,stop_loss,-7.9999999999999964
003490,2023-04-19,23450,2023-04-25,22800.0,ma20_break,-2.771855010660984
175330,2023-04-19,8860,2023-04-25,8640.0,ma20_break,-2.483069977426633
007330,2023-04-19,9480,2023-04-25,9163.0,ma20_break,-3.3438818565400874
029780,2023-04-20,30550,2023-04-25,30100.0,ma20_break,-1.4729950900163713
025860,2023-04-20,9060,2023-04-25,8810.0,ma20_break,-2.759381898454749
117580,2023-04-20,9070,2023-04-25,8820.0,ma20_break,-2.756339581036382
405100,2023-04-20,13380,2023-04-25,13620.0,ma20_break,1.7937219730941756
011070,2023-04-21,264500,2023-04-25,262000.0,ma20_break,-0.9451795841209809
039030,2023-04-21,88200,2023-04-25,84200.0,ma20_break,-4.53514739229025
