ticker,entry_date,entry_price,exit_date,exit_price,exit_reason,return_pct
375500,2024-01-26,38800,2024-01-29,40850,breakout_failed,5.283505154639179
264850,2024-02-05,5190,2024-02-06,5060,breakout_failed,-2.5048169556840083
008930,2024-02-06,41800,2024-02-07,41650,breakout_failed,-0.3588516746411474
253590,2024-02-08,10600,2024-02-13,11010,breakout_failed,3.8679245283018915
082210,2024-02-08,4000,2024-02-13,3945,breakout_failed,-1.375000000000004
042510,2024-02-13,12856,2024-02-14,12956,breakout_failed,0.7778469197261995
039130,2024-02-19,63500,2024-02-20,63200,breakout_failed,-0.47244094488189115
023590,2024-03-04,22550,2024-03-05,22600,breakout_failed,0.22172949002217113
005430,2024-03-04,56300,2024-03-05,56800,breakout_failed,0.8880994671403242
147760,2024-03-04,6197,2024-03-05,5805,breakout_failed,-6.32564143940616
178320,2024-03-05,21250,2024-03-06,21400,breakout_failed,0.7058823529411784
000180,2024-03-11,10300,2024-03-12,10175,breakout_failed,-1.2135922330097082
002310,2024-03-15,9400,2024-03-18,9380,breakout_failed,-0.21276595744680327
294870,2024-03-20,18010,2024-03-21,18280,breakout_failed,1.4991671293725695
036530,2024-03-25,22500,2024-03-26,21800,breakout_failed,-3.111111111111109
204270,2024-03-27,13350,2024-03-28,13100,breakout_failed,-1.8726591760299671
000640,2024-03-27,110951,2024-03-28,110951,breakout_failed,0.0
000815,2024-04-05,229000,2024-04-08,239000,breakout_failed,4.366812227074246
011790,2024-04-24,106306,2024-04-25,101889,breakout_failed,-4.154986548266326
365550,2024-04-24,4450,2024-04-25,4484,breakout_failed,0.7640449438202301
148150,2024-04-25,9920,2024-04-26,9860,breakout_failed,-0.6048387096774244
089030,2024-04-30,34750,2024-05-02,34100,breakout_failed,-1.8705035971222972
075580,2024-05-08,7100,2024-05-09,7120,breakout_failed,0.28169014084507005
000400,2024-05-09,3470,2024-05-10,3400,breakout_failed,-2.017291066282423
009450,2024-05-10,56400,2024-05-13,54000,breakout_failed,-4.255319148936165
000860,2024-05-10,13980,2024-05-13,13505,breakout_failed,-3.3977110157367707
145020,2024-05-20,210500,2024-05-21,209500,breakout_failed,-0.47505938242280443
183490,2024-05-28,1944,2024-05-29,1916,breakout_failed,-1.4403292181069949
005830,2024-05-29,102600,2024-05-30,102400,breakout_failed,-0.19493177387914784
006060,2024-05-30,4125,2024-05-31,4225,breakout_failed,2.4242424242424176
300720,2024-05-31,13870,2024-06-03,13480,breakout_failed,-2.811824080749825
353810,2024-06-05,4345,2024-06-07,4610,breakout_failed,6.098964326812428
002790,2024-06-12,36250,2024-06-13,35950,breakout_failed,-0.8275862068965467
005090,2024-06-12,26450,2024-06-13,26200,breakout_failed,-0.9451795841209809
353810,2024-06-27,4585,2024-06-28,4455,breakout_failed,-2.8353326063249695
017810,2024-06-28,15900,2024-07-01,15260,breakout_failed,-4.025157232704402
259960,2024-07-05,280000,2024-07-08,278000,breakout_failed,-0.7142857142857117
033920,2024-07-08,6060,2024-07-09,6020,breakout_failed,-0.660066006600657
272210,2024-07-09,19120,2024-07-10,18860,breakout_failed,-1.3598326359832602
092460,2024-07-10,7210,2024-07-11,7090,breakout_failed,-1.664355062413314
194480,2024-07-17,54700,2024-07-18,52400,breakout_failed,-4.20475319926874
175330,2024-07-18,14810,2024-07-19,14680,breakout_failed,-0.8777852802160702
100840,2024-07-25,12200,2024-07-26,12270,breakout_failed,0.5737704918032716
052690,2024-07-26,74800,2024-07-29,74800,breakout_failed,0.0
039490,2024-07-29,133800,2024-07-30,133900,breakout_failed,0.07473841554559435
078150,2024-07-29,3270,2024-07-30,3240,breakout_failed,-0.917431192660545
000155,2024-07-31,99800,2024-08-01,99500,breakout_failed,-0.30060120240480437
017800,2024-08-01,43500,2024-08-02,43100,breakout_failed,-0.919540229885063
005940,2024-08-08,13400,2024-08-09,13360,breakout_failed,-0.29850746268657025
