ticker,entry_date,entry_price,exit_date,exit_price,exit_reason,return_pct,net_return_pct
102120,2024-01-23,19930,2024-01-24,20800,breakout_failed,4.365278474661305,4.065278474661305
052860,2024-01-23,3605,2024-01-24,3575,breakout_failed,-0.832177531206657,-1.132177531206657
148780,2024-01-23,2085,2024-01-24,1929,breakout_failed,-7.482014388489211,-7.782014388489211
115610,2024-01-23,9651,2024-01-25,9959,breakout_failed,3.191379131696204,2.8913791316962043
123410,2024-01-24,4225,2024-01-25,4190,breakout_failed,-0.8284023668639007,-1.1284023668639007
148150,2024-01-24,7230,2024-01-25,7190,breakout_failed,-0.5532503457814641,-0.8532503457814642
089890,2024-01-24,15660,2024-01-26,19800,breakout_failed,26.436781609195403,26.136781609195403
194370,2024-01-24,9950,2024-01-26,9980,breakout_failed,0.3015075376884502,0.001507537688450189
114840,2024-01-24,16479,2024-01-26,16879,breakout_failed,2.427331755567685,2.127331755567685
000500,2024-01-25,26250,2024-01-26,25100,breakout_failed,-4.380952380952385,-4.680952380952385
098460,2024-01-25,21050,2024-01-26,19280,breakout_failed,-8.408551068883607,-8.708551068883608
073240,2024-01-25,5900,2024-01-26,5660,breakout_failed,-4.067796610169494,-4.367796610169494
003850,2024-01-25,12670,2024-01-26,12570,breakout_failed,-0.7892659826361448,-1.0892659826361448
124500,2024-01-25,12170,2024-01-26,11770,breakout_failed,-3.286770747740342,-3.5867707477403417
061970,2024-01-25,8773,2024-01-26,8304,breakout_failed,-5.3459477943690885,-5.645947794369088
950190,2024-01-25,14720,2024-01-26,14520,breakout_failed,-1.3586956521739135,-1.6586956521739136
028300,2024-01-26,65200,2024-01-29,63100,breakout_failed,-3.220858895705525,-3.520858895705525
065350,2024-01-26,89500,2024-01-29,82500,breakout_failed,-7.821229050279332,-8.121229050279332
286940,2024-01-26,52900,2024-01-29,43500,breakout_failed,-17.769376181474485,-18.069376181474485
190510,2024-01-26,20850,2024-01-29,20900,breakout_failed,0.2398081534772167,-0.06019184652278328
042510,2024-01-26,14707,2024-01-29,14057,breakout_failed,-4.419664105527977,-4.719664105527976
115610,2024-01-26,11050,2024-01-29,9851,breakout_failed,-10.850678733031671,-11.150678733031672
294870,2024-01-25,16180,2024-01-30,17820,breakout_failed,10.13597033374536,9.83597033374536
085670,2024-01-26,10760,2024-01-30,12640,breakout_failed,17.472118959107807,17.172118959107806
138040,2024-01-29,64300,2024-01-30,65300,breakout_failed,1.5552099533437058,1.2552099533437058
348370,2024-01-29,169500,2024-01-31,163500,breakout_failed,-3.539823008849563,-3.839823008849563
006800,2024-01-30,7855,2024-01-31,7836,breakout_failed,-0.241884150222793,-0.541884150222793
375500,2024-01-30,41850,2024-01-31,41700,breakout_failed,-0.3584229390681037,-0.6584229390681037
073240,2024-01-30,6110,2024-01-31,5890,breakout_failed,-3.6006546644844484,-3.900654664484448
012630,2024-01-30,7340,2024-01-31,7320,breakout_failed,-0.2724795640327015,-0.5724795640327015
083450,2024-01-30,16788,2024-01-31,16663,breakout_failed,-0.744579461520134,-1.044579461520134
051370,2024-01-30,21200,2024-01-31,19660,breakout_failed,-7.26415094339623,-7.56415094339623
026150,2024-01-30,9400,2024-01-31,9010,breakout_failed,-4.148936170212769,-4.448936170212769
032850,2024-01-30,7760,2024-01-31,7350,breakout_failed,-5.283505154639179,-5.5835051546391785
067630,2024-01-30,14987,2024-02-01,15182,breakout_failed,1.3011276439580888,1.0011276439580887
207940,2024-01-31,1236265,2024-02-01,1220076,breakout_failed,-1.309508883613142,-1.6095088836131421
039130,2024-01-31,63700,2024-02-01,63100,breakout_failed,-0.9419152276295084,-1.2419152276295085
028260,2024-01-31,138000,2024-02-02,148700,breakout_failed,7.7536231884058,7.4536231884058
126700,2024-01-31,24450,2024-02-02,23950,breakout_failed,-2.0449897750511203,-2.34498977505112
034730,2024-02-01,197000,2024-02-02,196800,breakout_failed,-0.1015228426395897,-0.4015228426395897
015760,2024-02-01,20400,2024-02-02,20350,breakout_failed,-0.2450980392156854,-0.5450980392156854
267250,2024-02-01,72000,2024-02-02,70400,breakout_failed,-2.222222222222225,-2.522222222222225
071050,2024-02-01,66200,2024-02-02,66300,breakout_failed,0.1510574018126931,-0.1489425981873069
138930,2024-02-01,7870,2024-02-02,7860,breakout_failed,-0.1270648030495591,-0.42706480304955907
175330,2024-02-01,12580,2024-02-02,12260,breakout_failed,-2.54372019077902,-2.84372019077902
139130,2024-02-01,9800,2024-02-02,9640,breakout_failed,-1.6326530612244872,-1.9326530612244872
375500,2024-02-01,43100,2024-02-02,40700,breakout_failed,-5.56844547563805,-5.86844547563805
082640,2024-02-01,5380,2024-02-02,5220,breakout_failed,-2.9739776951672847,-3.2739776951672845
071320,2024-02-01,34400,2024-02-02,34400,breakout_failed,0.0,-0.3
002310,2024-02-01,8870,2024-02-02,8770,breakout_failed,-1.1273957158962844,-1.4273957158962844
003960,2024-02-01,37000,2024-02-02,35250,breakout_failed,-4.729729729729726,-5.029729729729726
003090,2024-01-30,21650,2024-02-05,24600,breakout_failed,13.62586605080831,13.32586605080831
316140,2024-01-31,13880,2024-02-05,14750,breakout_failed,6.268011527377526,5.968011527377526
138040,2024-01-31,68500,2024-02-05,69600,breakout_failed,1.6058394160583855,1.3058394160583855
078930,2024-01-31,46300,2024-02-05,49550,breakout_failed,7.0194384449244085,6.719438444924409
402340,2024-02-01,53600,2024-02-05,59300,breakout_failed,10.634328358208943,10.334328358208943
000270,2024-02-01,106300,2024-02-05,118300,breakout_failed,11.288805268109115,10.988805268109115
086790,2024-02-01,52000,2024-02-05,55200,breakout_failed,6.153846153846154,5.853846153846154
039490,2024-02-01,107600,2024-02-05,109400,breakout_failed,1.6728624535315983,1.3728624535315983
001740,2024-02-01,7480,2024-02-05,7920,breakout_failed,5.882352941176472,5.582352941176472
000815,2024-02-01,203000,2024-02-05,209000,breakout_failed,2.9556650246305383,2.6556650246305384
012630,2024-02-01,7910,2024-02-05,8480,breakout_failed,7.206068268015175,6.906068268015175
000540,2024-02-01,4370,2024-02-05,4455,breakout_failed,1.94508009153318,1.64508009153318
064800,2024-02-01,7980,2024-02-05,7295,breakout_failed,-8.583959899749372,-8.883959899749373
207940,2024-02-02,1264228,2024-02-05,1246567,breakout_failed,-1.3969790259351966,-1.6969790259351967
105560,2024-02-02,66300,2024-02-05,62700,breakout_failed,-5.429864253393668,-5.729864253393668
055550,2024-02-02,45300,2024-02-05,42700,breakout_failed,-5.739514348785868,-6.039514348785868
000810,2024-02-02,299000,2024-02-05,298500,breakout_failed,-0.1672240802675584,-0.46722408026755835
006800,2024-02-02,8582,2024-02-05,8493,breakout_failed,-1.0370542996970378,-1.3370542996970378
030200,2024-02-02,38550,2024-02-05,38000,breakout_failed,-1.4267185473411104,-1.7267185473411104
005830,2024-02-02,99200,2024-02-05,98900,breakout_failed,-0.3024193548387122,-0.6024193548387122
000120,2024-02-02,148500,2024-02-05,143100,breakout_failed,-3.6363636363636376,-3.9363636363636374
067630,2024-02-02,16624,2024-02-05,16634,breakout_failed,0.0601539942252093,-0.2398460057747907
043370,2024-02-02,12590,2024-02-05,12680,breakout_failed,0.7148530579825341,0.4148530579825341
005380,2024-02-01,208000,2024-02-06,235500,breakout_failed,13.221153846153854,12.921153846153853
024110,2024-02-01,13130,2024-02-06,13270,breakout_failed,1.0662604722010638,0.7662604722010637
005387,2024-02-01,123000,2024-02-06,137000,breakout_failed,11.382113821138208,11.082113821138208
005385,2024-02-01,123200,2024-02-06,135500,breakout_failed,9.983766233766245,9.683766233766244
005389,2024-02-01,122800,2024-02-06,134500,breakout_failed,9.527687296416932,9.227687296416931
030530,2024-02-02,4455,2024-02-06,4555,breakout_failed,2.244668911335568,1.9446689113355677
039130,2024-02-02,65500,2024-02-06,65800,breakout_failed,0.458015267175571,0.15801526717557102
267250,2024-02-05,73600,2024-02-06,71000,breakout_failed,-3.532608695652173,-3.8326086956521728
088350,2024-02-05,3690,2024-02-06,3545,breakout_failed,-3.929539295392959,-4.229539295392959
009970,2024-02-05,93000,2024-02-06,91900,breakout_failed,-1.1827956989247324,-1.4827956989247324
065350,2024-02-05,102300,2024-02-06,100600,breakout_failed,-1.6617790811339184,-1.9617790811339184
003960,2024-02-05,37950,2024-02-06,36650,breakout_failed,-3.4255599472990728,-3.7255599472990726
252990,2024-02-06,8160,2024-02-07,7390,breakout_failed,-9.43627450980392,-9.73627450980392
025900,2024-02-06,32843,2024-02-07,27957,breakout_failed,-14.876838291264503,-15.176838291264504
059270,2024-02-02,10450,2024-02-08,11900,breakout_failed,13.875598086124397,13.575598086124396
402340,2024-02-06,62400,2024-02-08,65200,breakout_failed,4.487179487179493,4.187179487179494
029460,2024-02-06,24050,2024-02-08,24350,breakout_failed,1.2474012474012364,0.9474012474012363
003550,2024-02-07,93900,2024-02-08,94000,breakout_failed,0.106496272630463,-0.19350372736953697
005387,2024-02-07,149600,2024-02-08,149000,breakout_failed,-0.4010695187165791,-0.7010695187165791
078930,2024-02-07,52200,2024-02-08,52000,breakout_failed,-0.3831417624521105,-0.6831417624521106
023530,2024-02-07,91100,2024-02-08,90100,breakout_failed,-1.0976948408342513,-1.3976948408342513
005440,2024-02-07,5280,2024-02-08,4965,breakout_failed,-5.9659090909090935,-6.265909090909093
071320,2024-02-07,36250,2024-02-08,36350,breakout_failed,0.2758620689655267,-0.024137931034473314
005389,2024-02-07,144500,2024-02-08,144400,breakout_failed,-0.069204152249136,-0.369204152249136
007860,2024-02-07,11710,2024-02-08,11900,breakout_failed,1.6225448334756587,1.3225448334756587
002310,2024-02-05,9020,2024-02-13,8940,breakout_failed,-0.8869179600886956,-1.1869179600886957
004490,2024-02-06,66000,2024-02-13,81200,breakout_failed,23.030303030303024,22.730303030303023
005380,2024-02-07,245000,2024-02-13,249000,breakout_failed,1.6326530612244872,1.3326530612244871
000815,2024-02-07,220000,2024-02-13,223000,breakout_failed,1.3636363636363669,1.0636363636363668
001940,2024-02-07,28500,2024-02-13,28500,breakout_failed,0.0,-0.3
035150,2024-02-07,11470,2024-02-13,11050,breakout_failed,-3.661726242371399,-3.961726242371399
032830,2024-02-08,83000,2024-02-13,83200,breakout_failed,0.2409638554216941,-0.05903614457830589
000810,2024-02-08,333000,2024-02-13,319000,breakout_failed,-4.20420420420421,-4.50420420420421
073240,2024-02-08,6520,2024-02-13,6600,breakout_failed,1.2269938650306678,0.9269938650306677
003580,2024-02-08,7580,2024-02-13,7340,breakout_failed,-3.16622691292876,-3.46622691292876
005385,2024-02-07,145600,2024-02-14,155600,breakout_failed,6.868131868131866,6.568131868131866
042700,2024-02-08,78500,2024-02-14,79000,breakout_failed,0.6369426751592355,0.33694267515923554
089030,2024-02-08,17400,2024-02-14,18900,breakout_failed,8.62068965517242,8.32068965517242
090350,2024-02-08,11370,2024-02-14,12050,breakout_failed,5.9806508355320975,5.680650835532098
039490,2024-02-13,114500,2024-02-14,112900,breakout_failed,-1.3973799126637545,-1.6973799126637545
131290,2024-02-13,57000,2024-02-14,57800,breakout_failed,1.403508771929829,1.1035087719298289
023590,2024-02-13,24300,2024-02-14,23350,breakout_failed,-3.9094650205761305,-4.209465020576131
083450,2024-02-13,18442,2024-02-14,18066,breakout_failed,-2.0388244225138297,-2.3388244225138295
005389,2024-02-13,148700,2024-02-14,153600,breakout_failed,3.295225285810366,2.995225285810366
02826K,2024-02-13,121300,2024-02-14,119800,breakout_failed,-1.2366034624896938,-1.5366034624896938
148150,2024-02-13,7860,2024-02-14,7860,breakout_failed,0.0,-0.3
267850,2024-02-13,25300,2024-02-14,20650,breakout_failed,-18.37944664031621,-18.67944664031621
259960,2024-02-13,230000,2024-02-15,238000,breakout_failed,3.4782608695652195,3.1782608695652197
005387,2024-02-13,154400,2024-02-15,154500,breakout_failed,0.0647668393782385,-0.23523316062176147
178320,2024-02-13,21450,2024-02-15,22400,breakout_failed,4.428904428904423,4.128904428904423
000400,2024-02-13,3370,2024-02-15,3375,breakout_failed,0.1483679525222658,-0.15163204747773418
399720,2024-02-13,87300,2024-02-15,90900,breakout_failed,4.123711340206193,3.8237113402061933
281820,2024-02-14,35300,2024-02-15,35300,breakout_failed,0.0,-0.3
394280,2024-02-14,31900,2024-02-15,31950,breakout_failed,0.1567398119122209,-0.1432601880877791
084110,2024-02-14,26100,2024-02-15,25300,breakout_failed,-3.065134099616862,-3.3651340996168617
005430,2024-02-14,59500,2024-02-15,58100,breakout_failed,-2.352941176470591,-2.652941176470591
059270,2024-02-14,13740,2024-02-16,14100,breakout_failed,2.620087336244548,2.320087336244548
054040,2024-02-14,7940,2024-02-16,8140,breakout_failed,2.5188916876574208,2.218891687657421
145020,2024-02-15,168800,2024-02-16,170900,breakout_failed,1.2440758293838838,0.9440758293838838
041190,2024-02-15,8530,2024-02-16,8420,breakout_failed,-1.289566236811257,-1.589566236811257
206650,2024-02-15,12350,2024-02-16,12350,breakout_failed,0.0,-0.3
147760,2024-02-15,7031,2024-02-16,7203,breakout_failed,2.446309202104957,2.1463092021049572
066790,2024-02-14,4630,2024-02-19,4705,breakout_failed,1.6198704103671746,1.3198704103671746
192080,2024-02-15,46000,2024-02-19,47050,breakout_failed,2.2826086956521774,1.9826086956521773
043370,2024-02-16,13330,2024-02-19,12410,breakout_failed,-6.901725431357841,-7.201725431357841
264850,2024-02-16,8890,2024-02-19,7980,breakout_failed,-10.236220472440948,-10.536220472440949
071050,2024-02-16,69600,2024-02-20,69300,breakout_failed,-0.4310344827586188,-0.7310344827586188
039980,2024-02-16,8245,2024-02-20,9511,breakout_failed,15.354760460885377,15.054760460885376
064800,2024-02-16,10475,2024-02-20,11525,breakout_failed,10.023866348448696,9.723866348448695
033230,2024-02-16,4753,2024-02-20,5239,breakout_failed,10.225120976225544,9.925120976225543
402340,2024-02-19,69600,2024-02-20,68700,breakout_failed,-1.2931034482758674,-1.5931034482758675
034730,2024-02-19,207500,2024-02-20,199000,breakout_failed,-4.09638554216868,-4.39638554216868
030200,2024-02-19,42200,2024-02-20,41450,breakout_failed,-1.7772511848341277,-2.0772511848341275
005387,2024-02-19,167100,2024-02-20,160300,breakout_failed,-4.0694195092758845,-4.369419509275884
005385,2024-02-19,162100,2024-02-20,156900,breakout_failed,-3.207896360271434,-3.5078963602714337
011780,2024-02-19,161500,2024-02-20,153800,breakout_failed,-4.767801857585141,-5.067801857585141
089030,2024-02-19,21550,2024-02-20,20350,breakout_failed,-5.56844547563805,-5.86844547563805
000815,2024-02-19,232000,2024-02-20,224000,breakout_failed,-3.4482758620689613,-3.748275862068961
071055,2024-02-19,50200,2024-02-20,49050,breakout_failed,-2.290836653386452,-2.590836653386452
071320,2024-02-19,43350,2024-02-20,38100,breakout_failed,-12.110726643598612,-12.410726643598613
006120,2024-02-19,47400,2024-02-20,46950,breakout_failed,-0.9493670886076,-1.2493670886076
005389,2024-02-19,160300,2024-02-20,153400,breakout_failed,-4.304429195258885,-4.604429195258885
02826K,2024-02-19,131000,2024-02-20,124300,breakout_failed,-5.114503816793892,-5.414503816793892
170900,2024-02-19,67730,2024-02-20,67075,breakout_failed,-0.967075151336183,-1.267075151336183
003960,2024-02-19,39250,2024-02-20,37800,breakout_failed,-3.694267515923566,-3.994267515923566
015760,2024-02-19,23200,2024-02-21,22900,breakout_failed,-1.2931034482758674,-1.5931034482758675
166480,2024-02-19,8020,2024-02-21,7909,breakout_failed,-1.3840399002493786,-1.6840399002493787
267260,2024-02-20,134400,2024-02-21,130400,breakout_failed,-2.9761904761904767,-3.2761904761904765
012510,2024-02-20,55800,2024-02-21,53500,breakout_failed,-4.121863799283155,-4.421863799283154
145020,2024-02-20,181400,2024-02-21,180800,breakout_failed,-0.3307607497243681,-0.6307607497243681
317330,2024-02-20,31450,2024-02-21,29750,breakout_failed,-5.405405405405405,-5.705405405405405
101360,2024-02-15,47425,2024-02-22,61067,breakout_failed,28.765419082762268,28.465419082762267
002710,2024-02-19,75900,2024-02-22,78600,breakout_failed,3.5573122529644285,3.2573122529644287
257720,2024-02-21,10400,2024-02-22,9770,breakout_failed,-6.057692307692308,-6.357692307692308
059270,2024-02-21,18290,2024-02-22,18130,breakout_failed,-0.874794969928927,-1.174794969928927
000180,2024-02-21,11600,2024-02-22,10425,breakout_failed,-10.12931034482759,-10.429310344827591
114810,2024-02-20,10820,2024-02-23,11650,breakout_failed,7.670979667282807,7.370979667282807
192080,2024-02-21,48600,2024-02-23,47700,breakout_failed,-1.851851851851849,-2.151851851851849
330860,2024-02-21,36900,2024-02-23,40750,breakout_failed,10.433604336043366,10.133604336043366
131290,2024-02-22,61300,2024-02-23,59200,breakout_failed,-3.4257748776509,-3.7257748776509
031980,2024-02-22,41900,2024-02-23,38650,breakout_failed,-7.756563245823389,-8.056563245823389
005810,2024-02-22,29354,2024-02-23,29286,breakout_failed,-0.2316549703617942,-0.5316549703617942
394280,2024-02-22,35000,2024-02-23,33300,breakout_failed,-4.857142857142859,-5.157142857142859
035150,2024-02-22,12180,2024-02-23,12170,breakout_failed,-0.0821018062397427,-0.38210180623974266
339950,2024-02-22,2665,2024-02-23,2555,breakout_failed,-4.12757973733584,-4.42757973733584
198080,2024-02-22,3105,2024-02-23,2810,breakout_failed,-9.500805152979064,-9.800805152979065
032830,2024-02-21,88300,2024-02-26,92200,breakout_failed,4.416761041902606,4.116761041902606
000660,2024-02-22,156500,2024-02-26,161800,breakout_failed,3.386581469648564,3.0865814696485643
399720,2024-02-22,110300,2024-02-26,105700,breakout_failed,-4.170444242973703,-4.470444242973703
138040,2024-02-23,82600,2024-02-26,85200,breakout_failed,3.14769975786926,2.84769975786926
039490,2024-02-23,126400,2024-02-26,121900,breakout_failed,-3.560126582278478,-3.8601265822784776
000815,2024-02-23,234500,2024-02-26,224500,breakout_failed,-4.264392324093813,-4.564392324093813
340360,2024-02-23,3705,2024-02-27,2990,breakout_failed,-19.298245614035093,-19.598245614035093
015760,2024-02-26,24850,2024-02-27,24200,breakout_failed,-2.6156941649899346,-2.9156941649899344
234690,2024-02-26,11890,2024-02-27,11760,breakout_failed,-1.0933557611438216,-1.3933557611438216
059210,2024-02-26,5440,2024-02-27,5030,breakout_failed,-7.536764705882348,-7.836764705882348
053160,2024-02-22,18330,2024-02-28,19500,breakout_failed,6.382978723404253,6.082978723404254
002310,2024-02-23,9420,2024-02-28,9480,breakout_failed,0.6369426751592355,0.33694267515923554
175330,2024-02-27,13610,2024-02-28,13200,breakout_failed,-3.012490815576785,-3.3124908155767847
405100,2024-02-27,37300,2024-02-28,37500,breakout_failed,0.536193029490617,0.236193029490617
004840,2024-02-27,7470,2024-02-28,6990,breakout_failed,-6.425702811244982,-6.7257028112449815
012450,2024-02-26,169301,2024-02-29,190998,breakout_failed,12.815636056491098,12.515636056491097
163560,2024-02-27,8680,2024-02-29,8990,breakout_failed,3.571428571428581,3.271428571428581
042700,2024-02-28,90100,2024-02-29,84800,breakout_failed,-5.882352941176472,-6.182352941176472
294870,2024-02-28,20400,2024-02-29,19870,breakout_failed,-2.5980392156862764,-2.898039215686276
000270,2024-02-29,124500,2024-03-04,125600,breakout_failed,0.8835341365461824,0.5835341365461824
170900,2024-02-29,70068,2024-03-04,70630,breakout_failed,0.8020779813895151,0.5020779813895151
082640,2024-02-29,5820,2024-03-05,6120,breakout_failed,5.154639175257736,4.854639175257736
036530,2024-03-04,23200,2024-03-05,23800,breakout_failed,2.586206896551735,2.286206896551735
114810,2024-03-04,12160,2024-03-05,12020,breakout_failed,-1.1513157894736836,-1.4513157894736837
317330,2024-03-04,38650,2024-03-05,37600,breakout_failed,-2.7166882276843496,-3.0166882276843494
018310,2024-03-04,23700,2024-03-05,22450,breakout_failed,-5.27426160337553,-5.57426160337553
039980,2024-03-04,11557,2024-03-05,10907,breakout_failed,-5.624296962879638,-5.924296962879638
319660,2024-02-29,25400,2024-03-06,26250,breakout_failed,3.34645669291338,3.04645669291338
039490,2024-03-04,132600,2024-03-06,129500,breakout_failed,-2.337858220211164,-2.637858220211164
083450,2024-03-04,24280,2024-03-06,24882,breakout_failed,2.479406919275129,2.179406919275129
256840,2024-03-04,5530,2024-03-06,6060,breakout_failed,9.584086799276667,9.284086799276666
298040,2024-03-05,230000,2024-03-06,232000,breakout_failed,0.8695652173912993,0.5695652173912993
003540,2024-03-05,17400,2024-03-06,17360,breakout_failed,-0.2298850574712685,-0.5298850574712685
005810,2024-03-05,31200,2024-03-06,30200,breakout_failed,-3.205128205128205,-3.5051282051282047
002310,2024-03-05,9900,2024-03-06,9900,breakout_failed,0.0,-0.3
003547,2024-03-05,15070,2024-03-06,15080,breakout_failed,0.0663570006635749,-0.23364299933642507
003160,2024-03-05,11740,2024-03-07,12390,breakout_failed,5.536626916524701,5.236626916524701
003545,2024-03-05,15700,2024-03-07,15810,breakout_failed,0.7006369426751702,0.4006369426751702
012450,2024-03-06,207806,2024-03-07,203731,breakout_failed,-1.9609635910416423,-2.260963591041642
281820,2024-03-06,47600,2024-03-07,46750,breakout_failed,-1.7857142857142905,-2.0857142857142903
204270,2024-03-06,14600,2024-03-07,13620,breakout_failed,-6.712328767123288,-7.012328767123288
365550,2024-03-06,4221,2024-03-07,4186,breakout_failed,-0.8291873963515717,-1.1291873963515717
094970,2024-03-06,7200,2024-03-07,6070,breakout_failed,-15.694444444444445,-15.994444444444445
170900,2024-03-05,73530,2024-03-08,77927,breakout_failed,5.979872161022715,5.679872161022715
104830,2024-03-06,34500,2024-03-08,34700,breakout_failed,0.5797101449275255,0.2797101449275255
000640,2024-03-07,111328,2024-03-08,111894,breakout_failed,0.5084075883874606,0.2084075883874606
079550,2024-03-05,152300,2024-03-11,177700,breakout_failed,16.677609980302034,16.377609980302033
200710,2024-03-06,39050,2024-03-11,45200,breakout_failed,15.749039692701672,15.449039692701671
083500,2024-03-07,13090,2024-03-11,13410,breakout_failed,2.444614209320095,2.1446142093200953
003547,2024-03-08,15320,2024-03-11,15220,breakout_failed,-0.652741514360311,-0.9527415143603111
028300,2024-03-08,98000,2024-03-12,100100,breakout_failed,2.1428571428571352,1.8428571428571352
281740,2024-03-08,29650,2024-03-12,30450,breakout_failed,2.6981450252951067,2.398145025295107
187660,2024-03-08,1634,2024-03-12,1352,breakout_failed,-17.258261933904528,-17.55826193390453
053030,2024-03-08,13690,2024-03-12,14960,breakout_failed,9.276844411979557,8.976844411979556
043220,2024-03-08,9140,2024-03-12,9430,breakout_failed,3.1728665207877427,2.872866520787743
025320,2024-03-11,10181,2024-03-12,10135,breakout_failed,-0.4518220214124402,-0.7518220214124403
010660,2024-03-11,5390,2024-03-12,5060,breakout_failed,-6.122448979591832,-6.422448979591832
041910,2024-03-11,10190,2024-03-12,9740,breakout_failed,-4.416094210009813,-4.716094210009813
114810,2024-03-12,12950,2024-03-13,13060,breakout_failed,0.8494208494208566,0.5494208494208566
160980,2024-03-12,20850,2024-03-13,20600,breakout_failed,-1.1990407673860948,-1.4990407673860948
092870,2024-03-12,29276,2024-03-13,27602,breakout_failed,-5.717994261511139,-6.017994261511139
086390,2024-03-12,17650,2024-03-13,17280,breakout_failed,-2.0963172804532526,-2.3963172804532524
256840,2024-03-12,6690,2024-03-13,6640,breakout_failed,-0.7473841554558991,-1.0473841554558991
047920,2024-03-08,22900,2024-03-14,29550,breakout_failed,29.039301310043665,28.739301310043665
003850,2024-03-13,13190,2024-03-14,13070,breakout_failed,-0.90978013646702,-1.20978013646702
017940,2024-03-13,68500,2024-03-14,69300,breakout_failed,1.1678832116788218,0.8678832116788218
